PID,Degradability
P374228,1.037895635907469
P450083,1.0367074788365502
P040249,1.0364719520303534
P070387,1.0364489262983687
P084498,1.036225130488765
P370304,1.0355812918144442
P402158,1.0348654969135405
P090182,1.034696412928935
P372909,1.0330353003954875
P402430,1.0326836624742286
P090185,1.0323016371552676
P472042,1.0321141330593013
P360031,1.0319399787968009
P382448,1.031750099780803
P370301,1.0311974516229248
P374090,1.0308264047967899
P400237,1.0298637999097835
P462409,1.0296219562443327
P070486,1.0294394503690336
P110199,1.0291075822398783
P342066,1.0282148469038197
P392782,1.028195747526798
P370267,1.02690904841857
P330168,1.025693687005349
P130337,1.02494586534116
P370075,1.0243016939257386
P402009,1.0235418981979578
P402012,1.0235418596175205
P450054,1.0225453349635805
P140021,1.0218365773447113
P070382,1.0207839435246273
P342714,1.0207539570919153
P462267,1.0207048898974713
P450082,1.020409109102403
P332055,1.020012074453459
P342336,1.0196601005413009
P080011,1.0196437418127833
P332334,1.0185785865641594
P432246,1.0175047259841192
P150022,1.0172832486883754
P342652,1.0163534698308556
P120010,1.0161794896463165
P462141,1.0135515414447436
P402273,1.0128973925868916
P322129,1.0122670473946
P070027,1.012179950184103
P370278,1.0121265782063367
P010105,1.0117787564538006
P060026,1.0117787564538006
P462142,1.010649038291391
P390038,1.0104767533314827
P090054,1.0104767533314827
P390037,1.0104767533314827
P370276,1.0094228205523428
P332383,1.008073943918264
P342528,1.0069645928042465
P390385,1.0068364900073197
P332130,1.0063896444311882
P342719,1.0063758547160824
P342063,1.0053201501656461
P470073,1.004217164583351
P360028,1.0038924645069358
P362019,1.0038924645069358
P373967,1.0037379401538813
P090614,1.002933660717197
P392696,1.0027859149160143
P100646,1.0007240965740363
P462011,1.0004020674101346
P090188,1.0002622403344388
P370038,1.0002036806649013
P050013,0.9999999647599612
P060015,0.9999999647599612
P060014,0.9999999647599612
P332095,0.9981044397390181
P070512,0.9977088249426127
P080014,0.9973482217945608
P382290,0.9963272114402133
P342350,0.9958733052534222
P100350,0.9956609282168478
P373966,0.9955164770412754
P090117,0.9952571649705206
P392028,0.9952571649705206
P332292,0.9945195787518719
P332153,0.9941371487461449
P030143,0.9940399371569323
P402304,0.9938431912083273
P342496,0.993599332282197
P390231,0.9931033539871043
P342049,0.9927717244272193
P372510,0.9923464058851904
P330066,0.9923183084248289
P392385,0.9903568856919293
P322005,0.9899532548284158
P100181,0.9898781031062843
P360035,0.9896987481209225
P372045,0.9896967295648675
P010094,0.9894518572822326
P460299,0.9882644874156769
P340099,0.9879745790122922
P460019,0.9877589539533652
P390104,0.9875737354828724
P390129,0.9875736637178838
P342636,0.9872362791794947
P460184,0.9869518100270332
P362008,0.986928512944102
P362009,0.986928512944102
P010095,0.986928512944102
P422044,0.986107739318529
P110136,0.9859466525314211
P462224,0.9858534111171149
P070539,0.9856197123117265
P342644,0.9856006290741001
P342644,0.9856006290741001
P390142,0.9847633554139539
P392020,0.9847136478071421
P370658,0.9846797597278482
P070398,0.9841787347727028
P070410,0.9836920343687253
P382297,0.9832779610687776
P342353,0.9822375088953208
P462400,0.9820407360268417
P380058,0.9816292683732377
P150058,0.981560839095892
P312023,0.9813170247520981
P452067,0.9811337660479417
P460329,0.9806331741798825
P040081,0.9805174387459924
P140018,0.9804096579489662
P462598,0.980021308330254
P100504,0.9800016252967745
P342228,0.9795292024498536
P342229,0.979529168255752
P100647,0.9783971847892653
P040047,0.9780317863096608
P150059,0.9778124805959642
P090603,0.9775383060385179
P392579,0.9758186717510581
P070057,0.9757987792747574
P332056,0.9753582275819621
P382352,0.9748826142572264
P342051,0.9747783257006413
P312042,0.9745863126078206
P412098,0.9745408338953868
P412099,0.9745408164521739
P402297,0.9728761588475886
P472266,0.9726461599916891
P450077,0.9725940321966541
P390355,0.9721642787917377
P374094,0.9720202876521661
P342002,0.9715974553178699
P040106,0.9695658018411162
P452074,0.9682741814760832
P392499,0.968029953473434
P392386,0.9680299175648589
P090304,0.9680299107848144
P020158,0.9678791668303178
P374100,0.9670672512468652
P392776,0.9669156800495401
P392776,0.9669156800495401
P392776,0.9669156800495401
P392842,0.966703755765417
P070073,0.9656687184964847
P382184,0.9654483644490736
P070536,0.9643524838235158
P214568,0.9640587983248988
P060025,0.9638603625473607
P060001,0.9638603625473607
P060002,0.9638603625473607
P372336,0.9635766786533584
P070551,0.9635765429768552
P362022,0.9634031341813822
P070530,0.9632927995357534
P392693,0.9623867516272365
P060034,0.9615046005145683
P040083,0.9612399531551353
P472143,0.9588413204083369
P342761,0.958563658236286
P402243,0.9585064307692214
P040122,0.9582749166799124
P392697,0.958132077228083
P392673,0.9581231226770871
P340034,0.9562365982334781
P090333,0.9561151179591343
P372842,0.9559064419634227
P090285,0.9552113042703897
P110230,0.955050711872539
P462004,0.9546405952575872
P070261,0.9544072199942206
P040292,0.9542173440201885
P070652,0.9539816654639076
P462025,0.9528416124744209
P070514,0.9525462466706466
P070262,0.9521818676891375
P342155,0.9520498873838559
P462157,0.9519825152542059
P512034,0.9519480066011633
P392185,0.9516163023890346
P100627,0.951580146720455
P070041,0.9510389003465866
P040257,0.9508207947112934
P342467,0.9507258763106065
P342480,0.9503016797980227
P390225,0.9500560833785957
P402029,0.9499057958234698
P070054,0.9497621798533519
P010019,0.94846883298629
P332098,0.9478187484228286
P402011,0.947299707165181
P402008,0.9472997032068114
P370223,0.9469667560192196
P070025,0.9467009361153701
P070330,0.9460139184248729
P392389,0.9457030508565626
P090309,0.945702958958365
P510016,0.9446084370115042
P034595,0.9433372655384973
P040082,0.9427575140253048
P462010,0.942233889578042
P390437,0.94173028121065
P110151,0.941292886179935
P432245,0.9412626291090483
P020131,0.9412088197445544
P070138,0.940965915577747
P090626,0.9403597504370137
P370121,0.9403356700088141
P392634,0.9402526384295664
P392021,0.9400598546250452
P462269,0.9397924197016662
P462069,0.9397923482877482
P370303,0.9383452347187405
P342493,0.9381285508574155
P342494,0.9381284622404082
P402010,0.9368597541323387
P402013,0.9368596845324855
P070537,0.9365256941362069
P040080,0.9356640494768649
P390353,0.9355215536325309
P332428,0.9354433002436576
P362007,0.9354267656567343
P402429,0.9340818556706215
P342026,0.9339097177993823
P360032,0.9329197432125378
P090268,0.9328844461564026
P390242,0.9327228967818967
P040164,0.932690705817982
P342498,0.9325754724582487
P070570,0.9320521169896056
P080179,0.9319134394511134
P040064,0.931700106415312
P332057,0.9307043573608896
P462395,0.9305843036023171
P500038,0.929132820111708
P090183,0.9290669256044193
P340101,0.9280718569237192
P340015,0.9279756291154607
P512125,0.9278945322958535
P392537,0.9273368878402051
P362047,0.927073644067227
P452065,0.926261471408879
P090341,0.9259638547581049
P144513,0.9256797881316182
P390071,0.9256657813052441
P342478,0.9251296152267168
P370614,0.9249261815111772
P330074,0.9237823513374812
P462300,0.9237463223290961
P070331,0.9236870425536237
P370293,0.9234722234909049
P392500,0.9233761459098958
P090433,0.9233760974021974
P090311,0.9233760842533532
P342055,0.9229942315839
P442023,0.9228540639530805
P100083,0.9228424699308301
P100051,0.9228424179923022
P512049,0.9227027350588791
P370123,0.9226057702830265
P010096,0.9224710621493366
P340049,0.9222404788160927
P040084,0.9215959354255003
P360037,0.9214199830166593
P100689,0.9206026250209641
P340159,0.9204305819515861
P482001,0.9202158287701753
P492001,0.9196576138798774
P460021,0.9191860430164647
P370592,0.9190735843137636
P322206,0.9184803277182167
P490022,0.9184349527873582
P392694,0.9177329626537338
P373196,0.9175133310757002
P010093,0.9174544617735999
P374095,0.9173384406096611
P100430,0.917058938990829
P432409,0.9158605619394086
P462424,0.9152775426177492
P380056,0.9139028455271996
P090446,0.9128004931672441
P392541,0.9127058465846892
P452046,0.9126165010102897
P342230,0.9121374431266264
P044380,0.9115828607539501
P472104,0.9114833205214842
P374066,0.9107311398244051
P090599,0.9105575352153917
P362034,0.9094558371277311
P390082,0.9092859095497757
P462421,0.9092507343337927
P462437,0.9092507243086839
P510015,0.9088792520076923
P390143,0.9085212063502756
P322027,0.9084740878455257
P010016,0.90847087258337
P400093,0.9079344593636182
P342495,0.9073036996666535
P170055,0.9069446513344901
P472029,0.9068784201822919
P330164,0.9065874062339531
P322238,0.9063963108589895
P010072,0.9063683778439137
P010070,0.9063683778439137
P010071,0.9063683778439137
P374219,0.9063292540053086
P490003,0.9062791988719463
P340007,0.9052744581609771
P460330,0.9051678952729872
P360041,0.9046735307681152
P342271,0.904508168728222
P310012,0.904504027009129
P332166,0.9027470053266534
P370299,0.9022841496235108
P040314,0.9022032327914824
P374099,0.901630888677759
P070332,0.9013601301362691
P430217,0.9011105201161065
P342286,0.9010558750032429
P090305,0.9010491882835148
P070573,0.900389103861684
P342065,0.8993016343315797
P422045,0.8992887487916081
P310008,0.8991762001426039
P372695,0.8990592238222618
P310001,0.8985241957704136
P462268,0.8984951916630701
P462009,0.8977482996733436
P450044,0.8974883289757143
P462388,0.8973500156387435
P390438,0.8970764615665048
P340172,0.896826186118132
P430159,0.8966088534584868
P044461,0.8963359198974913
P322062,0.8958912709330883
P392022,0.8954059972434231
P390098,0.8953884798776183
P070622,0.8953241166344775
P520004,0.8945840260292486
P520005,0.8945840134625057
P342168,0.8945326347816032
P342156,0.894264669932029
P030118,0.8936022811259468
P342355,0.8935671445764876
P070411,0.8933236121170627
P362029,0.8927312114120761
P462417,0.8926565612556604
P070084,0.8926326586981486
P090214,0.8925801904076731
P520033,0.8925556415431064
P070501,0.8924818228226516
P462468,0.891858046010886
P440001,0.891855501446093
P382368,0.8916597792835929
P040333,0.8909722097212512
P080008,0.8909716434301693
P462013,0.8904746229343569
P090396,0.890473576683456
P370266,0.8902886682645151
P342743,0.8896942174176047
P392672,0.8893559985409428
P342027,0.8892558929850098
P100767,0.8892340532264188
P160008,0.8887417616667306
P170056,0.8884470489820353
P090602,0.8882306370787798
P322087,0.8874884912044109
P390309,0.887355667416715
P390083,0.8869590104526195
P392548,0.8868606162279082
P040115,0.8862846413875477
P010018,0.886143958611755
P370615,0.8854396687645312
P510023,0.8847666791133822
P040275,0.8841830046726475
P010068,0.8840414678459279
P010082,0.8840414678459279
P010098,0.8840414678459279
P040339,0.8838679333460261
P090126,0.8837590419478494
P402449,0.8835023531946382
P370118,0.883285260974559
P380151,0.8831188802627777
P330118,0.8828237965547885
P050023,0.8827748959456049
P040057,0.8827519092460484
P322045,0.8816781898561094
P040142,0.8815668263914163
P040315,0.8813190766830897
P402479,0.8806758219096102
P342169,0.8801839325379265
P372555,0.8801683760460097
P472007,0.8801466437292794
P330102,0.8799621897072816
P030197,0.8799169423782962
P040220,0.8798088122232107
P070333,0.8790331248044122
P090310,0.8787223530664269
P090228,0.8787222118026955
P402401,0.8785759573846916
P342759,0.8785550978491211
P392266,0.8784094819967808
P400123,0.8780682123694471
P080127,0.8779135940635026
P430050,0.8769979798247804
P390048,0.8769042547704107
P392748,0.8766781042518529
P310002,0.8761972607899535
P342268,0.8761771827183824
P332226,0.8759140828870138
P340078,0.8747517859670191
P020070,0.8743428931647333
P070022,0.8743232919178324
P392473,0.8741123739957091
P392285,0.8741123739957091
P392663,0.8741123739957091
P340014,0.874106261470929
P310004,0.8737629529368965
P382549,0.8733843829857977
P462470,0.8731012805867135
P390099,0.8730615042954122
P030165,0.8725140447078938
P390061,0.8722009583498727
P370265,0.8720152198836163
P382337,0.8719039096614469
P040109,0.8717914034298665
P462012,0.8711428052060811
P070037,0.8702620136385855
P340051,0.8700647054352575
P044346,0.8699808947655692
P322143,0.8699674302312779
P392666,0.86971466785585
P332376,0.8696354265409647
P040111,0.8696233097007443
P090327,0.8681466558624197
P332210,0.8679146915650879
P210023,0.8671789613381605
P342028,0.8669289886418368
P322234,0.8667174862579523
P070020,0.8666387767133055
P160041,0.8664148561001453
P462298,0.8661524344536731
P090270,0.8659037719795802
P030001,0.8652237433043307
P320020,0.8647888360290085
P390065,0.8646320775849987
P342352,0.864508206921849
P390243,0.8644705830265196
P472125,0.8644107066747307
P080180,0.863661041145701
P070549,0.8634901000853346
P370617,0.8631127324667842
P150135,0.862836048314108
P040066,0.8623650431384415
P462361,0.8619847342965475
P010085,0.8617145266654263
P030140,0.8616276559136312
P392685,0.8615032869854513
P400030,0.8614343486091617
P330014,0.8613832995767446
P402135,0.8611137159603662
P100079,0.8610801141821078
P382033,0.860783525577425
P382492,0.8607834923349265
P332245,0.8607120801219736
P390245,0.8606772475311938
P040229,0.8604041554501213
P400084,0.860366636742067
P512192,0.8601904234119205
P342715,0.8595369380628551
P040110,0.8595219643824008
P342758,0.8589423972245877
P370290,0.8587692371392585
P522007,0.8586778365918843
P322132,0.8583935150366815
P030119,0.8583352463008612
P402076,0.8573597123889931
P040101,0.8571031930344195
P090199,0.8567432654267886
P070334,0.8567062869115605
P512040,0.8564886850787865
P400039,0.8563475312161206
P020004,0.8563019497796092
P372810,0.8562675544465768
P492038,0.8554600214259156
P400304,0.8552046025709783
P170033,0.8549776798395274
P322002,0.8538909083259865
P340059,0.8537791880357127
P382087,0.8537529948620957
P370652,0.8524093711136798
P322139,0.8523042477662355
P340173,0.8521723324613394
P373197,0.8516678991362863
P373198,0.8516678991362863
P510045,0.8516410346695962
P462001,0.8511149857087605
P070035,0.8508377180250722
P390100,0.8507346912994591
P310009,0.850599633876491
P392643,0.8502372178183819
P340143,0.8499419348838579
P440012,0.8498671805997844
P100245,0.8491136498841894
P390232,0.8487506770795679
P512223,0.8487416470796364
P512222,0.8487416470796364
P342492,0.848606438485815
P372951,0.8485908331548064
P472028,0.848526064573156
P342394,0.8485040979101923
P330171,0.8483208993101106
P400212,0.8482219837097307
P462050,0.8476228402400826
P390422,0.8473780230268209
P342242,0.8470720582577166
P332430,0.8468211561876307
P332431,0.8468152436619609
P402448,0.8466647810755237
P402448,0.8466647810755237
P100052,0.8466002725446065
P510022,0.8459181281852919
P342007,0.8458712505729404
P040332,0.8458712148349166
P360038,0.8456826824153576
P373994,0.8455060737983904
P373994,0.8455060737983904
P374074,0.8455060737983904
P100258,0.8454219309501712
P372773,0.8447363046383005
P080015,0.8447146323012377
P390283,0.8446089740914566
P070407,0.8442580711698771
P392483,0.8442026185570353
P090601,0.8435768664822622
P030009,0.8431925664210762
P374060,0.8430284453180277
P090354,0.8427071534673967
P330077,0.8424840011372653
P040103,0.8423149356180322
P390084,0.8423051665578871
P342603,0.8420522845408089
P452048,0.8419326651741468
P014500,0.8416184510593502
P340102,0.841290047210656
P030078,0.841147391751895
P342554,0.8411160701671616
P370146,0.8411092577342175
P430204,0.8409189469494691
P144509,0.8407470062911806
P030079,0.8405565137494924
P402157,0.8403935335022574
P320008,0.8399759026992512
P432373,0.8396185278077088
P402387,0.8395826063712344
P100588,0.8394550894744192
P010102,0.8393875843510308
P370140,0.839311134363874
P392497,0.8384292554941779
P040302,0.8383473388617029
P340121,0.8383005697311441
P010083,0.8378188025348204
P170054,0.8369210457032957
P402101,0.8366828614070478
P370240,0.8366264066044795
P070018,0.8362969206201074
P080045,0.83585794646273
P070324,0.8354392529725108
P370295,0.8353444550917726
P382407,0.8349226086968708
P360022,0.8345828734301378
P332398,0.8344966367501065
P070136,0.8343793488668254
P010017,0.834319619493346
P500036,0.8342684926939942
P462147,0.834191551468429
P370122,0.834151952986237
P400040,0.8340206091202321
P360016,0.8339156140406379
P370090,0.8337095702763566
P392507,0.8336488507855216
P342642,0.8334125647532592
P070229,0.8330382790074664
P342087,0.832004078069804
P040262,0.8318301206992226
P010060,0.8317708989410455
P080120,0.8315530446064514
P373916,0.8313074597645146
P430218,0.8312760237237777
P332048,0.8310760494960725
P030076,0.8310463300907651
P392779,0.8309554427857304
P392779,0.8309554427857304
P312027,0.8306398446715054
P332244,0.8304048406234898
P400034,0.8296457463459406
P332290,0.8290938252700482
P462665,0.8289311124177218
P432945,0.8287117314256209
P322003,0.8286894284576928
P390101,0.8284077457850916
P210041,0.8283304732702796
P210010,0.8283304496436783
P214561,0.828330439215653
P390170,0.8277201197785069
P332167,0.8276467059305848
P050022,0.8276415696635318
P070015,0.8274587975793013
P044463,0.8272839065144575
P522032,0.8270541124535804
P392424,0.8265675465842863
P382550,0.8263817767408227
P520022,0.8263475084456942
P030179,0.8262732728897173
P372952,0.8262638953026465
P070665,0.8262608121153279
P370254,0.8262607909932824
P412143,0.825564812317468
P392167,0.8253799216775463
P079027,0.8247330321461482
P060020,0.8247223445078675
P342409,0.8245547268685564
P370247,0.8242675371064381
P392699,0.824170666748539
P040267,0.8240298488685796
P342645,0.8240104205685972
P462253,0.8239133040179675
P030051,0.8238204857701414
P030077,0.8238204857701414
P402075,0.8231998294424966
P390339,0.822821743864665
P332443,0.8225877538233555
P340043,0.8224930400015081
P382618,0.8222142378768872
P510021,0.8220162797367545
P392830,0.8219318673701199
P360019,0.8218682107545083
P450081,0.821598898667341
P070017,0.8211658564040647
P462258,0.8210107895076462
P090179,0.8208965791190932
P020017,0.820879067089947
P432944,0.8207332462153633
P382475,0.8207118583746366
P382599,0.8205866724532219
P332309,0.8202728076467711
P512194,0.8202678165517552
P070036,0.8196966161764653
P332353,0.8195839507463263
P430049,0.8194040598611037
P340146,0.81922392049252
P370524,0.8192127326814198
P462138,0.8190796170188451
P342577,0.8190472921756288
P040316,0.8190369211798456
P170078,0.818849401356726
P030196,0.8188204782479962
P392355,0.8187750199573538
P462418,0.8186144667846535
P392644,0.8181976613522126
P382369,0.8176177441208623
P452052,0.8175064406544179
P462467,0.8171168820981485
P090003,0.8171006606806004
P360003,0.8170606355600278
P010081,0.8170606355600278
P040239,0.816837586834438
P030191,0.816793079692149
P340125,0.8165123758786816
P462140,0.8161771182341373
P010025,0.8161690528887617
P382312,0.8161297063310454
P330139,0.8158103514963198
P382101,0.8158059071142338
P210004,0.815674759206138
P160015,0.8154531384626142
P440013,0.8153762536803343
P380150,0.8152991662594264
P090334,0.8150962629250433
P412135,0.8140539764980238
P412134,0.8140539375941026
P382497,0.8140328546319064
P430245,0.8134293479426311
P090184,0.8127774348560074
P390420,0.8127565724743968
P360014,0.812705931135731
P100556,0.8124802818613475
P402196,0.8124324370339291
P110236,0.8121470575436024
P020038,0.8120751289197534
P070137,0.8120525044581663
P110146,0.8117138934246492
P100348,0.8116937318899586
P342502,0.8116155011348478
P462461,0.8113116203451387
P170052,0.8106998547874198
P340147,0.8105455065945656
P462112,0.810052380935262
P040068,0.8098493803933595
P010061,0.8094438952945642
P370613,0.8086781415220863
P462299,0.8085585442378456
P373456,0.8084951978990615
P330140,0.8081149757649686
P322207,0.8080089475721857
P070323,0.8076123935287807
P340077,0.8076101551483099
P462035,0.8075515882804671
P100150,0.807540492359843
P340174,0.8075183659145536
P400035,0.8073187957926763
P512028,0.8069510812819543
P410002,0.806936485648907
P040086,0.8068890297750423
P030151,0.8068453120374517
P100545,0.8067482518608758
P040189,0.8066060964873574
P342641,0.8064965689681478
P332159,0.8064284072798582
P432946,0.8063847841739679
P332317,0.8063343355265392
P452076,0.8062952397634942
P342068,0.8062941100721834
P390102,0.8060807945372443
P512092,0.8060425031500911
P084367,0.8058871182349859
P020149,0.8057989486725077
P312034,0.8057596686762449
P040188,0.8057308261648357
P462411,0.8056133227306896
P400305,0.8054388512987145
P372953,0.803936993476819
P390258,0.8037462841094004
P332378,0.803417036650848
P382294,0.8031671264241173
P070550,0.8031389474562529
P090508,0.8027242694686902
P150006,0.8025658718253635
P070076,0.8022608479206326
P332168,0.8022345977289697
P150019,0.8021747688965204
P382066,0.8021376202545045
P402195,0.8018271449380342
P390354,0.801560066759994
P362018,0.8015525025083599
P030072,0.8014017346563947
P373979,0.8011827378975251
P402228,0.8010154703085102
P372635,0.8008448159798862
P040099,0.8007898712073529
P020075,0.8002883899247559
P440007,0.7989078460100378
P490011,0.7988288988121849
P390081,0.7987112847140627
P402114,0.7983376575143968
P370287,0.7981081798304877
P402102,0.7978344152942567
P390085,0.7976513754405021
P070023,0.7975982449204801
P060019,0.797595115559484
P342059,0.7972452510186017
P380148,0.7972082512172971
P340154,0.7967020594324346
P070140,0.7966528913009612
P034239,0.7963633178838014
P462419,0.7962876159287607
P070126,0.7961721444990298
P080105,0.7957376734971963
P090198,0.7956467655269926
P370576,0.7955337732263972
P382370,0.7952908167686167
P370216,0.7952063641470937
P090004,0.794773762493731
P390078,0.7947737531162702
P100536,0.7947202337074837
P370291,0.7945589976861205
P372802,0.7941740458798726
P040233,0.7940811415655267
P373871,0.7937825270655994
P462171,0.7936389356785569
P380082,0.7934551718350016
P040119,0.7923756597542229
P332128,0.7917725487483436
P342248,0.791639990804135
P040067,0.79157596898174
P060024,0.7915070922653116
P060006,0.7915070922653116
P060007,0.7915070922653116
