PID,Degradability
P370845,0.7912626741068645
P210060,0.7904904061404592
P070040,0.7904630322425574
P520032,0.7901188639927932
P462472,0.790006735519462
P030117,0.7898421724482964
P190002,0.7894101785505359
P400041,0.789366861039378
P070141,0.7893307450326941
P462591,0.7891653433689052
P520030,0.7891326957141497
P342015,0.7888343273871891
P160096,0.7886254386434791
P512204,0.7884548168373036
P370087,0.7884144828976624
P400117,0.7878876402204769
P010103,0.7878234443920227
P400014,0.7875684646741268
P372508,0.7871337773540774
P090417,0.7869563290240281
P462291,0.786922799682682
P440005,0.7860482160930102
P370242,0.7860472152177682
P320035,0.7859244888407411
P342018,0.7854151437010325
P462222,0.785252479192415
P100347,0.7849918822427444
P372803,0.7847067258764935
P100544,0.7844213135182823
P432943,0.7841411307517512
P330004,0.7841014758882427
P342359,0.7840114858813405
P382432,0.7838875457419758
P362036,0.7837171661873432
P342683,0.7834062778305484
P342221,0.7834062778305484
P342273,0.7834062778305484
P030195,0.7833638501356963
P342237,0.7831703648651966
P412104,0.7828627761046558
P412105,0.7828627526975314
P462285,0.7826818873812273
P470136,0.7826067009226749
P520031,0.7821130306868539
P392425,0.7819136457602444
P382517,0.7818376762092778
P040123,0.7813183172746566
P390089,0.7809320690925595
P390341,0.7808178063090601
P070621,0.7808120280142787
P490013,0.7807968115459665
P382426,0.7805643257050268
P460120,0.7805173447946281
P010015,0.7804841588355861
P342262,0.7803124803243842
P462026,0.7802311197761369
P400045,0.7801052842759733
P342490,0.7800185520814975
P370139,0.7799426172994655
P100342,0.7797922016329387
P462584,0.7794636990378734
P310006,0.7793607511635776
P512190,0.7792681348091467
P090197,0.779145776481198
P100685,0.7786350012842042
P040266,0.7786206673355138
P150033,0.7782125403532782
P330169,0.7777363434252276
P462168,0.7768373916723081
P434053,0.7762153053675963
P512205,0.7757990868476321
P040261,0.7757266570679324
P320016,0.7757122429488623
P422010,0.7754233130721253
P332131,0.7753492339988632
P332134,0.7753492339988632
P390064,0.7753244784545099
P340156,0.7749589159902271
P342671,0.7749183052976232
P340103,0.7744414917033627
P400116,0.7743313357871793
P373895,0.7743259419658468
P020148,0.7740405196702725
P462427,0.7739103574638364
P030043,0.7736591672269428
P420009,0.7735769658515381
P110089,0.7735111672078357
P390329,0.7732012044645222
P070038,0.7730679156741826
P430016,0.7730137924360638
P462599,0.7727893457196691
P090005,0.7724468689579816
P090007,0.7724468436566653
P090009,0.7724468434881
P342757,0.7724205725232436
P360004,0.7724067797914895
P010077,0.7724067797914895
P370379,0.7722576706243613
P080178,0.7714757990141821
P050024,0.7713088946158431
P462051,0.7711750201364946
P382102,0.7711519145057621
P380116,0.7706080823051973
P382395,0.7705048183208147
P462477,0.7704415163958298
P040325,0.7703885251424146
P342538,0.7696926456568005
P460056,0.7692251691114131
P460056,0.7692251691114131
P040107,0.7692031201692712
P342154,0.769005171884263
P382574,0.7687878778068639
P040310,0.768242128723012
P390259,0.7681027263401501
P412144,0.7679708899506925
P070198,0.767607314964645
P370070,0.7673987597639127
P370001,0.7673986719731001
P342017,0.7672918947413738
P370142,0.7670397789984762
P024516,0.7669591871447687
P342091,0.7669325797075917
P070029,0.7668439032458811
P044601,0.7666424835007587
P342289,0.766332261874604
P510020,0.7661668237299687
P090112,0.765876254982682
P490017,0.7650714580528482
P020139,0.7649689228311685
P170053,0.7637867944957453
P084366,0.7637110493061436
P470146,0.7635900617681506
P500035,0.7634889301065666
P402388,0.763340391191062
P340175,0.762864560229586
P330100,0.7628507613127884
P400036,0.7626649964956428
P150024,0.7622991637771863
P100543,0.7620944201345483
P442002,0.7619918683667688
P370669,0.7619597955273377
P010076,0.7618849360492265
P362024,0.761849686984543
P332418,0.7617745499830341
P372015,0.7611141472160965
P312035,0.7611057537574845
P340144,0.7606343495684441
P402099,0.7604406762227016
P372432,0.7603467071984638
P090200,0.7601900993944761
P140033,0.7596775474624227
P462048,0.7596591679190241
P470148,0.7593184818967533
P322208,0.7589964737253847
P100768,0.7588870418705241
P390300,0.7588291476443229
P020088,0.7588151181785687
P462114,0.7586520102061807
P400238,0.7585862603343281
P010023,0.7585751445797173
P090441,0.7584851150795775
P400268,0.7584691909915345
P100443,0.7583929653311705
P060008,0.7581753206621604
P060010,0.7581545318125571
P020086,0.7579398074290429
P154569,0.7579033019040065
P100684,0.757863679229681
P100766,0.7577783517924527
P010026,0.7576769433802177
P040095,0.7575704157443244
P040001,0.757472688344093
P090414,0.7574066939966595
P370824,0.7574018435617311
P342459,0.7570931186620233
P030070,0.7566166116750203
P382348,0.7563348123548704
P462019,0.7563292634082383
P412087,0.7563063589609162
P070715,0.7562889993107635
P030125,0.7562731044136646
P450045,0.7562284975833868
P100665,0.7561545958619114
P332146,0.755967461530505
P322010,0.7558309835891212
P400101,0.7556462471509529
P020078,0.755634555216111
P100765,0.7556098507916315
P040300,0.7552653949569137
P040096,0.7547417772170444
P310003,0.7547346840867952
P522071,0.7545020959394961
P040346,0.7544061096877435
P150087,0.7542389450795941
P382186,0.7542057984574877
P472188,0.7540789325455208
P070026,0.7539843372968424
P412154,0.7536834348915455
P342424,0.7535292932945459
P390308,0.7533114988242668
P332240,0.752669863441479
P100057,0.7524954767280441
P020195,0.7524472671901186
P373896,0.7519990483953115
P362035,0.751960332912049
P382530,0.7519578966057632
P390057,0.7517252085787249
P090113,0.7512551513659365
P392621,0.7512551513659365
P392620,0.7512551513659365
P040112,0.7511885242744869
P100128,0.750936272209445
P130001,0.7506867932300643
P440015,0.7504193442254328
P332298,0.7502199278303701
P090171,0.7501199564096055
P090437,0.7501199502561637
P090395,0.7501199132505691
P090010,0.7501199115787722
P382346,0.7501133992156479
P140016,0.750095007118902
P434052,0.7497718219614649
P080151,0.749395893518191
P100679,0.7493828064503294
P080175,0.7491488011782551
P330006,0.7491292531278364
P370657,0.7486135218898478
P040050,0.7485883309905249
P510009,0.7485792128387168
P080085,0.748540543002929
P392192,0.7485291049257181
P010065,0.7484447970812584
P030155,0.7483168019801516
P390066,0.7482059552214809
P340063,0.7481369187138207
P510007,0.7479964850973453
P030095,0.7479441510092422
P140001,0.7475212424678019
P090411,0.7471055154529839
P070531,0.7469951949846586
P090479,0.7465796632081236
P070285,0.7464747088491098
P372471,0.7462966545519703
P382345,0.7458493363944343
P392399,0.7457757974737556
P322075,0.7455427351905064
P342088,0.744436152205523
P412177,0.7443243576526897
P070053,0.7443102057826614
P374217,0.7442926257554852
P094599,0.7439518832407575
P070034,0.7434544598040608
P100388,0.7432302796564028
P430073,0.7431484205032486
P452038,0.7430919439238657
P500033,0.7430719803596254
P460084,0.7430010024716209
P020136,0.7426418931455361
P512026,0.7421673461310203
P370656,0.7421083155146424
P382070,0.7420755204169728
P070385,0.7418861041609079
P040294,0.7410116653279262
P049017,0.7407764102867553
P462045,0.7403555052759807
P432661,0.7403250773069698
P130303,0.7401387756312006
P330027,0.7400964129219584
P020046,0.7398980628976682
P100542,0.7397675058697349
P040074,0.7395779711166433
P342290,0.7394939705533351
P382167,0.739343943640361
P340182,0.7390489097421549
P200010,0.7384958356869593
P373812,0.7384631633633749
P060017,0.7382379294202783
P040072,0.7381461243426364
P330149,0.7377751798017846
P342014,0.737678436157964
P373768,0.7375782904443803
P440014,0.7373698438439266
P462445,0.7373618621782598
P342025,0.7370444763796605
P312041,0.736857508432214
P490010,0.736834056697877
P090350,0.73680329230015
P040108,0.7366394471631653
P322077,0.7364413110629461
P100546,0.7362380880522463
P070604,0.7361581569220693
P392642,0.736139665842662
P380145,0.7360523904082171
P422043,0.7358545235876427
P020073,0.7358329459829631
P060011,0.7358275439621547
P350002,0.7357621586209202
P373869,0.7355774523331491
P030157,0.7355748603331169
P100349,0.7354514671403727
P512007,0.73453468053545
P373457,0.73445301083145
P373978,0.7342431014961979
P330138,0.733345986824582
P090402,0.7329407811128427
P332200,0.7328054692238488
P360039,0.73274087026495
P034603,0.7322482966191254
P360018,0.73218632741383
P342451,0.7321637000831764
P040347,0.732079215907296
P402428,0.7314163597797906
P390086,0.7306707783579645
P330093,0.7304038677074131
P050018,0.730123595220215
P210022,0.7300627815666204
P020137,0.7297823880031313
P390155,0.7294137213695915
P390151,0.7294137213695915
P390150,0.7294137213695915
P390154,0.7294137213695915
P090046,0.7293982777333223
P050034,0.728971790616342
P462465,0.7287286720678344
P462466,0.7287286326957255
P370619,0.7284562260422766
P370241,0.7284533495716137
P160020,0.7282085506656005
P090049,0.7277930821129276
P090388,0.7277930770146724
P090051,0.7277930642441974
P090013,0.7277930475049694
P090012,0.7277929915269572
P332250,0.7276252418252791
P373865,0.7271443054306685
P400319,0.7270558323420859
P332183,0.7269796457649766
P100080,0.7269253437057386
P380016,0.7268220065824759
P100691,0.726433439082192
P040052,0.7262613972778469
P342217,0.7259825635856185
P470026,0.7259109381283888
P330007,0.7258391321377131
P460323,0.7252480197416169
P140017,0.7251943648537195
P382330,0.7251828546793538
P100352,0.7250114751899148
P370268,0.7246749745667463
P080086,0.7245668755365406
P150134,0.7239698635181087
P090273,0.723897066733497
P090175,0.7236878934247855
P030177,0.7235882750249296
P392781,0.7235239335373678
P432607,0.723519852743015
P390421,0.7234488540987707
P452075,0.7234262949873657
P392645,0.7231582433913026
P070542,0.7229535099031361
P462451,0.7228992985366569
P320022,0.7227522221018232
P070079,0.7225095538976525
P332442,0.7224912014799021
P390156,0.7224613472393848
P522065,0.7224039730458822
P392765,0.7222553494041268
P070031,0.7221899721336158
P402112,0.7220955507238223
P342145,0.7220739335460908
P100389,0.7215922121036544
P520012,0.7214013054871571
P020189,0.7213447158961456
P362027,0.7208586306471447
P430074,0.7208214926467724
P100658,0.7207700736607827
P050021,0.7206161128088184
P402034,0.7206054395478381
P370668,0.7205039625988533
P332003,0.7203223582850125
P020141,0.7203149538868303
P502028,0.7202224105652333
P040312,0.7201771157651655
P150015,0.7200186187648077
P462354,0.7199006894841681
P382331,0.7198885448762029
P332308,0.7197013105161636
P160019,0.7188085240938813
P322137,0.7187163505553054
P390080,0.7187040106004725
P100188,0.7184401255385363
P010014,0.7181592696626349
P010107,0.7178163331368577
P060004,0.7178163331368577
P060003,0.7178163331368577
P482005,0.7176692129798402
P034238,0.7176196452667221
P100541,0.7174405429626876
P100687,0.7174231018185182
P362016,0.7173225657278969
P362001,0.7173225657278969
P100256,0.7172925872026035
P450037,0.7172265855731296
P362017,0.717195793948876
P360024,0.716933529685956
P090223,0.7167731642115933
P430410,0.7163545699727698
P342118,0.7159734485273899
P512002,0.7158977925181065
P342723,0.7158742550610975
P090042,0.7158229300816699
P090043,0.7158228785422245
P342293,0.7156494067523044
P362046,0.7154927554975592
P130249,0.7153673555220843
P100077,0.7153122833431858
P382364,0.7150354861190888
P390115,0.7148768603749398
P100652,0.7143754758433087
P150034,0.7141338317323547
P412225,0.7138529997739094
P412088,0.7138529805504611
P412093,0.713852942085853
P070560,0.7138313521761612
P392805,0.7138160928835885
P100444,0.7135812563647078
P040049,0.7134017775094954
P100800,0.7131246474458675
P342132,0.7131136800877276
P332439,0.7130884441015101
P470025,0.7130513824069202
P374218,0.71304020694795
P370231,0.7127744475254385
P070243,0.7127238896380416
P040328,0.7126531616902118
P310011,0.7126090525864427
P373458,0.7121262144209143
P070033,0.7119715025251672
P452056,0.7119651214061424
P080003,0.7117783312395531
P322036,0.7116522145877993
P010097,0.7113037273006344
P362013,0.7110198842337745
P180033,0.710534521441373
P412145,0.7103769778004101
P370309,0.7103065591148892
P342640,0.7099435292269313
P100315,0.7098896278825426
P040348,0.7097523662859597
P462585,0.7093617222395759
P373255,0.7090344295734724
P332031,0.7088365341498376
P400126,0.7088073904497327
P330179,0.7086819343961297
P402379,0.7086102150693614
P020134,0.7081929374715228
P400193,0.7076685387154646
P030050,0.7075583168289312
P373923,0.7073452379480559
P373699,0.7073431593581107
P040143,0.7070050031655793
P374205,0.7069146139096014
P400296,0.7068488970706527
P160044,0.7067462699233519
P510077,0.706609974721536
P390202,0.7066013520192069
P390201,0.7066013520192069
P390077,0.7065260397870765
P070077,0.7064226948962558
P462072,0.7064004101325286
P030073,0.7061100134547108
P070021,0.7057504378000063
P090317,0.7054661512688803
P090444,0.7054661493572261
P090016,0.7054661377755782
P090050,0.705466134970326
P090052,0.7054661314340662
P090014,0.7054660773777439
P520010,0.7054533212519878
P020155,0.7051111945946578
P320002,0.7051111853466294
P030074,0.7049372313181161
P392821,0.7048991792382598
P200009,0.7048583501915964
P460037,0.704819539135261
P100093,0.7045983802937412
P080166,0.7044950854802876
P373129,0.704216946617494
P374055,0.7041620727018676
P100682,0.7041064895255555
P180003,0.7039859676660942
P040228,0.7039344392588638
P373965,0.7038571717778865
P342491,0.7037763300704243
P020127,0.7033403972530479
P110160,0.7032012966986154
P190001,0.7030807701621299
P070532,0.703067804745489
P140020,0.7028673903368887
P342706,0.7027090412447907
P390352,0.7024517206200471
P332110,0.7024012172303536
P512224,0.702164805755537
P020138,0.7018576784132124
P070380,0.701531528283762
P010062,0.7014942254845757
P502020,0.7012884199657972
P382141,0.7012113058117153
P380057,0.7010185379028684
P010022,0.700981248893096
P050035,0.7009534625264695
P392646,0.7008312983069291
P462017,0.7004798986298162
P372534,0.7001505261807306
P010024,0.70008303905827
P110003,0.6996882075958399
P512220,0.6995986523920597
P090531,0.6995069019103961
P402259,0.6992972062591055
P392540,0.6992857216576138
P040054,0.699247287737456
P360033,0.6991769338446121
P060033,0.6991769338446121
P520013,0.6990743919016146
P472115,0.6986282678568797
P462053,0.6983814270075243
P462054,0.6983814193562476
P330032,0.6983423880311765
P342452,0.6982780264560655
P392480,0.6982743716125684
P040104,0.698270517077688
P180040,0.6981784468166132
P330021,0.6977103719697797
P050025,0.6977103719697797
P462232,0.6975773844407351
P373202,0.6972749500416231
P100353,0.697248843908486
P502027,0.6972046082915275
P370221,0.6970680681626218
P382507,0.6967933081966432
P100649,0.6964839393902682
P322073,0.6964321187331012
P100182,0.6961131884510403
P150085,0.696045000199192
P322035,0.6954323065135917
P402208,0.6953445497359751
P382019,0.6952679766258356
P402424,0.6952638722545563
P100540,0.6951136142435799
P100692,0.6950962295395037
P373835,0.6950298383669653
P400210,0.6950229918052198
P342006,0.6949241133265858
P370069,0.6948958452376144
P040120,0.6945673523602698
P010091,0.6943182183298053
P462070,0.6942542812003629
P382221,0.694247614531148
P030098,0.693981523636112
P370607,0.693722393563875
P342005,0.6936466065292789
P090542,0.6934959700564463
P373977,0.6934575292997851
P100355,0.6933715581799389
P100193,0.6932913993178282
P100196,0.6932913860180927
P040077,0.6928638919120489
P100138,0.692792128809722
P370068,0.6925722245257349
P050032,0.6920166033472184
P400204,0.6919405323672547
P390340,0.6917282970774231
P332345,0.6916764415871046
P100688,0.6912468807006499
P412262,0.6911796573490698
P039005,0.6911465454220348
P342016,0.6910497255202026
P020089,0.6909551730919645
P090598,0.6909211716370808
P312024,0.6908637710075654
P040136,0.6906543504938059
P100644,0.6906457287318455
P040274,0.6903867697096497
P322059,0.6900394879232548
P030046,0.6896345981534271
P040144,0.6895393770599476
P040293,0.689492433414379
P520014,0.6888147699859721
P462471,0.6886670867356521
P400211,0.688411089538493
P370319,0.6884017314070858
P382365,0.6883339336103218
P472136,0.6882459457608754
P390393,0.6881366365025026
P150017,0.6879792062160266
P380062,0.6878724681507352
P512053,0.6878236803487279
P150140,0.6876270343515949
P040349,0.687425298467306
P382171,0.6872026115468244
P320012,0.686788118746968
P100183,0.6864804504052753
P100803,0.686480447389362
P382017,0.6863860282108842
P020124,0.6863517911250463
P462287,0.6859874886195467
P322096,0.6858579683782018
P332067,0.6858567625910814
P070264,0.6858039231840245
P462103,0.6855969023248809
P380029,0.6854773638750578
P030082,0.685432213656134
P322111,0.6851705605068925
P370673,0.6850811401383499
P342019,0.6847869794605879
P390158,0.6847599099508506
P390159,0.6847599099508506
P390162,0.6847599099508506
P390163,0.6847599099508506
P100191,0.6845220122484885
P040242,0.6843600612739269
P090468,0.684199054756564
P470141,0.6841352334683294
P070078,0.6840957698320116
P502021,0.6840504727152441
P400293,0.6839677178866544
P322049,0.6838665551962804
P330076,0.6837846224628555
P402116,0.6837715509820117
P462049,0.6832113237569529
P090101,0.6831392076577978
P090445,0.6831391817931786
P090020,0.6831391687146169
P090100,0.6831391624594625
P090017,0.6831391135419126
P330060,0.682882420571709
P400217,0.6828061537994738
P322209,0.6827542244442166
P030200,0.6826180798924786
P400269,0.6822270139448309
P080158,0.6821683041153117
P100554,0.6821332181680242
P362010,0.6821257550454005
P382071,0.6820794485760638
P373128,0.6819885985191372
P362037,0.6819017587624477
P100681,0.6817795807570549
P332162,0.6816873054071024
P450002,0.6816809139759694
P100683,0.6816215697971213
P040056,0.6816075789993389
P400003,0.6814933166893815
P382537,0.6813793257431937
P074602,0.681362876407648
P342047,0.6810808289773529
P502026,0.6809019658094277
P140006,0.6805405004274963
P402178,0.6801004985248575
P090275,0.6799698482828747
P010033,0.6795376177483659
P382597,0.6790099655706487
P472179,0.6789772691449376
P432606,0.6789492545830147
P070089,0.6787518350795322
P090001,0.6786991905641957
P512093,0.6786852335566254
P462368,0.6785870524370783
P070178,0.6782996303793576
P040322,0.6782487762173819
P040010,0.6779416875954197
P390342,0.6778307610961719
P390164,0.6778075729786212
P373997,0.6774633015803461
P510051,0.6773198537032944
P214592,0.6773198248559318
P342425,0.6772871827838529
P373875,0.6768384490819329
P120030,0.6767442743265495
P020143,0.6766531300814234
P460127,0.6766231558255438
P070607,0.6765148160376312
P360017,0.6765107024063175
P040121,0.6764279297625861
P030181,0.676226394803833
P010092,0.6760447882800276
P402423,0.6758426071476997
P030012,0.6755190040336498
P110163,0.6754384198411738
P332447,0.6753464157475816
P090352,0.6749978563831034
P510078,0.6748157065651341
P462446,0.6748014456040565
P060027,0.6746675151064687
P382446,0.6744793178564732
P110002,0.6742480815906462
P190010,0.6741109108667918
P372479,0.6740509987677944
P100539,0.6727866944565024
P342722,0.6724277304799124
P430407,0.6724119961935161
P460128,0.6713262368579593
P090541,0.6711691336321381
P090412,0.6708633763369114
P070428,0.6708594436091244
P330075,0.670458612735578
P382457,0.6702585585684129
P370258,0.6701660724902287
P322004,0.669978139900131
P372601,0.6698991438045427
P100431,0.6697965390512388
P462290,0.6696372538129067
P392003,0.6695760492434512
P392004,0.6695760234057416
P100619,0.669386093870086
P382274,0.6693422184149025
P322076,0.6693004502550703
P372498,0.6686895175107732
P332370,0.6683735303080673
P070005,0.6683231012994006
P382018,0.6682951058500743
P472110,0.6682780151845429
P150139,0.6682028170693632
P462404,0.6679990936684026
P100184,0.66799396806927
P040048,0.6679925611001738
P400397,0.6679669417910702
P400314,0.6678289767514379
P452050,0.6677704558025122
P070424,0.6677432788854414
P040126,0.6677130643793913
P080098,0.6676477996798774
P470024,0.6676421269371057
P392578,0.667605139336928
P134414,0.6675544010410913
P460122,0.6675051765919502
P020064,0.6673966082451797
P400092,0.66733760066705
P382230,0.667044092331347
P412155,0.6668643142857971
P100265,0.6668064490355019
P020133,0.6667922140064786
P020126,0.6667922127397858
P040317,0.666552565873116
P390359,0.6665154738102952
P402456,0.6663751510958904
P372003,0.6660749429997238
P070043,0.6658858555262338
P342449,0.6658728711042936
P100506,0.6657300843379639
P150107,0.6656523420526907
P462369,0.6656461295509895
P090503,0.6654668213264285
P030057,0.6650520469953567
P462002,0.6648733770135165
P372349,0.6646547708769519
P030116,0.6641811092859009
P462257,0.6638329355160428
P462181,0.6638329061749086
P402082,0.6633819518342385
P342606,0.6633403118487671
P110176,0.6632704009033639
P030066,0.6627358913428243
P382529,0.6626292879277316
P100001,0.6624792653573336
P400295,0.6621950951499558
P460103,0.6619905432858072
P390133,0.6619475332875356
P090316,0.6619475332875356
P090059,0.6619475332875356
P090439,0.6618722220626319
P372261,0.6617686939159155
P342013,0.6614362638040643
P462577,0.6614161020224674
P460066,0.6614160572695587
P090321,0.6608123601375454
P090424,0.6608123319422309
P090394,0.6608122916516544
P090021,0.660812279988966
P392661,0.6608122320746104
P400180,0.6607202268104877
P040304,0.6603763714649113
P030201,0.660291139836809
P392822,0.6602452990136153
P322078,0.6601991155188849
P470147,0.6597708853012727
P050027,0.6597210679045231
P373131,0.6595631359075218
P392539,0.6594980223621855
P100686,0.6594526918883499
P373868,0.6593353720264101
P180004,0.6593320843980738
P180005,0.6593320627347751
P400004,0.6591664519193299
P332170,0.6589394355527813
P392454,0.6587742727283077
P370052,0.6582159371734608
P140019,0.6582135701936138
P040100,0.6581998738790658
P372170,0.6581242285542735
P502025,0.6578840758138125
P462030,0.6578476344664879
P370609,0.6577977825639505
P322215,0.6574723432134415
P412162,0.6574658009626353
P312031,0.6571035540499158
P070561,0.6570188045169737
P090355,0.6568531698651475
P094587,0.6567959711823042
P372809,0.6567920215753822
P382347,0.6567573508178917
P350008,0.6567549315488657
P462213,0.6566520701870915
P030002,0.6566273784871076
P090470,0.6563722762753781
P470083,0.6563041334925068
P070543,0.6559727553838108
P090461,0.6556447017913014
P100248,0.655174170931474
P100151,0.655056182713668
P312028,0.6550151377604356
P040195,0.6546116580670904
P380144,0.6544836216814767
P330092,0.6541617408645402
P342680,0.6541136292015981
P342771,0.6540731258112604
P400169,0.6538172697414504
P030174,0.6537008857495257
P342151,0.6536240978204602
P370055,0.6536113098718395
P402185,0.6535594709076873
P522021,0.6533398820305847
P040264,0.6533354969635301
P030153,0.653281644437491
P340046,0.6532744524126233
P080053,0.6529163380146349
P100678,0.6524847394662601
P462008,0.6524702773860827
P392019,0.652203526793705
P332346,0.6521898717920735
P110069,0.6521699420505203
P330030,0.6520540542308412
P400118,0.6520081315759547
P512137,0.6517157708100306
P370089,0.6515051883001848
P074419,0.6510995100929444
P390152,0.6510449443139883
P390149,0.6510449443139883
P390153,0.6510449443139883
P332203,0.6510058160857393
P060013,0.6509961935353776
P070379,0.6508367649232396
P360006,0.6503376453818976
P360007,0.6503376453818976
P040140,0.6498643755316269
P040053,0.6498531277909135
P040345,0.6498322746617207
P332397,0.6497727647230599
P500034,0.649664856461756
P080050,0.649387067219605
P370067,0.6493207041179276
P462389,0.6493100607717757
P342247,0.6491848133684683
P050040,0.6491509310014927
P340016,0.6489926952907424
P452037,0.6489741845902892
P340142,0.6489195656312647
P332179,0.6488655667891015
P090540,0.6488421642202207
P492036,0.6486739150021701
P100002,0.6486375363913562
P400324,0.6486375302395575
P100268,0.648637499923921
P100204,0.6486374864549977
P342251,0.648567769415374
P030040,0.6484154710156582
P370259,0.647839108983782
P150133,0.6477277021094718
P320014,0.6476472141916318
P332350,0.6475714453726407
P380059,0.6475246735158708
P020142,0.6473756211042947
P020125,0.6473679662387836
P074566,0.6472801506214835
P070574,0.6471369825165277
P094598,0.6470743985388594
P370145,0.6469963172066481
P014503,0.6469950865787564
P342329,0.6467725448545367
P392580,0.6464559852978917
P460022,0.6464455860524067
P170005,0.6463538209038378
P030129,0.6463120383896921
P070266,0.6462019097811114
P090515,0.6458711355940445
P100170,0.6458377008818601
P020147,0.6457534880877644
P422021,0.6456357370538687
P462463,0.6456341036224685
P460228,0.6456321945059953
P432611,0.6454727908806153
P090186,0.6454367060972875
P390387,0.6453790448886744
P030011,0.6452334530292066
P219039,0.6450401460719618
P050050,0.6449167149346708
P342739,0.6440983908231221
P402186,0.6440922477044535
P392632,0.6438766624710405
P342283,0.643830820253835
P462149,0.6437572968193495
P070515,0.6435998218628418
P342061,0.6435321021353748
P100507,0.6434031424559681
P010021,0.6433873211219333
P373858,0.643346650566364
P020146,0.6433366119110815
P340050,0.6433253209957639
P090488,0.6431398276471278
P462020,0.6429004300453942
P020128,0.6428706202235765
P040073,0.6426799692914276
P462570,0.6426715321482588
P382496,0.6424992247755259
P332064,0.642484016300733
P470101,0.6421752065742108
P460266,0.641991821363896
P460065,0.641991791633824
P460020,0.6419888692067695
P332373,0.6413736307292859
P460193,0.6410748517095592
P330031,0.640966164133127
P462104,0.6409429926534675
P020193,0.6405906711939837
P040320,0.6404759492220823
P402022,0.6403850805187661
P400135,0.640385005175192
P100187,0.6401523128124686
P400297,0.6398681442988019
P020135,0.6395955689080266
P402038,0.6395751375448224
P390096,0.6395452521684445
P392047,0.6394395815488577
P070391,0.6392150638258365
P472101,0.6391409731780902
P030154,0.638858131283858
P382363,0.6387933649914956
P340056,0.6386922917395066
P382613,0.6385198153158196
P312022,0.638498321463898
P090103,0.6384854091359975
P090102,0.6384854059598253
P090057,0.6384853998039693
P090022,0.6384853983631674
P090378,0.6384853917969707
P090006,0.6384853617823697
P090195,0.6384853538767552
P080130,0.6384555486489983
P373867,0.6382609345382777
P460273,0.6382504191334797
P460086,0.6381511835767006
P100822,0.6379884465851666
P452043,0.6376342504290822
P040059,0.636953691991059
P360020,0.6369287040825389
P100089,0.6368395653573602
P332038,0.6368131305232037
P332171,0.636612526668429
P370269,0.6365322655956289
P370065,0.6359967113817036
P080005,0.6359458301759371
P140028,0.6358866942569855
P433871,0.6358297697848714
P462223,0.6355643992391009
P370611,0.6354707954935133
P330096,0.6354163586269544
P320034,0.6354100233864601
P030097,0.6353561710292378
P510014,0.6352436314669023
P100314,0.6351869380601717
P060029,0.6351646671464964
P380093,0.6351023513847069
P400144,0.6347785360934086
P090356,0.6347111349314124
P040125,0.6344083748342972
P070090,0.6340979508148641
P090440,0.6340453240095556
P180002,0.6336128114375319
P460136,0.6334157392849978
P332026,0.6332704394148485
P382205,0.6332420420974402
P462031,0.6330882629218375
P470133,0.6329093478624563
P210021,0.6328267880968501
P100161,0.6327293664650155
P462469,0.6326827704034662
P370220,0.6326218261599714
P030176,0.6325391821317241
P370222,0.6322838802202579
P322064,0.6319848075211245
P094574,0.6319421815394219
P510056,0.6319062676123761
P373451,0.6318709036128324
P392357,0.6317875422587549
P500040,0.6315932846807517
P040114,0.6311968591087284
P352004,0.6310926740629313
P130302,0.6310546035901068
P040344,0.6309949599446197
P392820,0.6309833823586923
P332070,0.6307767920013955
P040305,0.6307628452452977
P342469,0.6306751653844971
P382354,0.6304301988831769
P090078,0.6303696607376919
P100367,0.6302680642649079
P500007,0.6302655443330221
P462527,0.6300841151618193
P462018,0.6300408041770587
P332135,0.6299936776342124
P342012,0.629953324501912
P332347,0.6298628628722278
P342767,0.6295697378378647
P100648,0.6295032021660572
P030204,0.6292785230683469
P370826,0.6290481404051862
P020121,0.6289216327861564
P100345,0.6288554995545643
P400192,0.6288404846736242
P462206,0.6284894295956747
P322048,0.6284850838640226
P400149,0.6283192789697116
P512020,0.628194156849398
P100538,0.6281328919943931
P322083,0.6281182918556967
P100257,0.6279850141594037
P374054,0.6279199566357867
P462052,0.6278863279202405
P342511,0.6278834753418432
P372002,0.6276424102412577
P372525,0.6275588213997847
P040341,0.6275053436723528
P050042,0.626824028211154
P322011,0.6266895253260287
P090539,0.6265153487226347
P070554,0.6264243499948215
P044520,0.62632142367182
P100210,0.6263106450625303
P100197,0.6263106283291677
P100003,0.6263105888214691
P370246,0.6263085529971785
P090192,0.6262095932861536
P512079,0.6261069459258405
P342613,0.6259013168824823
P040124,0.6258547199543332
P452024,0.6256600944260775
P380034,0.6255799153805448
P332029,0.6255406745551035
P370264,0.6255122267629456
P380140,0.6254811965856388
P380052,0.6254222879374994
P382289,0.6251026665110397
P100186,0.6249934549471858
P010104,0.6248404958493707
P070583,0.6248101382482296
P312001,0.6247211159445965
P380113,0.6246883520988096
P070521,0.6245238014145578
P370144,0.6244583667814285
P332066,0.6242998471642447
P070318,0.6242362631770813
P472076,0.6240164274973671
P380141,0.6239851744274912
P020145,0.6239123952905454
P100118,0.6238131246692395
P034237,0.6237081990924236
P382277,0.623641169651228
P462612,0.6236107526115269
P332169,0.623586037045626
P090338,0.6235441679661131
P030167,0.6234651822966124
P140034,0.6233811395609821
P462212,0.6231422490994792
P462261,0.6231421514868503
P372473,0.6230602668664456
